"file_id","input_path","output_path","score","q1","q2","q3","q4","q5"
"page_2.png","/Users/felipeguzman/OMRChecker/web/uploads/aba/images/temp_processing/page_2.png","/Users/felipeguzman/OMRChecker/web/uploads/aba/results/CheckedOMRs/page_2.png","0","B","E","A","C","B"
